DistrictName,SchoolName,Category,Subcategory,Count,Percent,TotalCount
Sunnyside School District,Sunnyside High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),2,100.0%,2
Sunnyside School District,Sunnyside High School,Degree,Master's Degree,2,100.0%,2
Sunnyside School District,Sunnyside High School,Gender,Female,1,50.0%,2
Sunnyside School District,Sunnyside High School,Gender,Male,1,50.0%,2
Sunnyside School District,Sunnyside High School,RaceEthnicity,White,2,100.0%,2
Tacoma School District,Dr. Dolores Silas High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Tacoma School District,Dr. Dolores Silas High School,Degree,Bachelor's Degree,1,100.0%,1
Tacoma School District,Dr. Dolores Silas High School,Gender,Female,1,100.0%,1
Tacoma School District,Dr. Dolores Silas High School,RaceEthnicity,White,1,100.0%,1
Tacoma School District,Foss High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Tacoma School District,Foss High School,Degree,Bachelor's Degree,1,100.0%,1
Tacoma School District,Foss High School,Gender,Female,1,100.0%,1
Tacoma School District,Foss High School,RaceEthnicity,White,1,100.0%,1
Tacoma School District,Industrial Design Engineering and Arts,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Tacoma School District,Industrial Design Engineering and Arts,Certificate,T330600 - PROFESSIONAL TEACHER,1,50.0%,2
Tacoma School District,Industrial Design Engineering and Arts,Certificate,T330900 - PROFESSIONAL TEACHER (RENEWAL),1,50.0%,2
Tacoma School District,Industrial Design Engineering and Arts,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Tacoma School District,Industrial Design Engineering and Arts,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Tacoma School District,Industrial Design Engineering and Arts,Degree,Bachelor's Degree,1,50.0%,2
Tacoma School District,Industrial Design Engineering and Arts,Degree,Master's Degree,1,50.0%,2
Tacoma School District,Industrial Design Engineering and Arts,Gender,Female,1,50.0%,2
Tacoma School District,Industrial Design Engineering and Arts,Gender,Male,1,50.0%,2
Tacoma School District,Industrial Design Engineering and Arts,RaceEthnicity,White,2,100.0%,2
Tacoma School District,Lincoln High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Tacoma School District,Lincoln High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,50.0%,2
Tacoma School District,Lincoln High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Tacoma School District,Lincoln High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Tacoma School District,Lincoln High School,Degree,Bachelor's Degree,2,100.0%,2
Tacoma School District,Lincoln High School,Gender,Female,2,100.0%,2
Tacoma School District,Lincoln High School,RaceEthnicity,Black/ African American,1,50.0%,2
Tacoma School District,Lincoln High School,RaceEthnicity,White,1,50.0%,2
Tacoma School District,Mount Tahoma High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Tacoma School District,Mount Tahoma High School,Degree,Bachelor's Degree,1,100.0%,1
Tacoma School District,Mount Tahoma High School,Gender,Female,1,100.0%,1
Tacoma School District,Mount Tahoma High School,RaceEthnicity,White,1,100.0%,1
Tacoma School District,Oakland High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Tacoma School District,Oakland High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,50.0%,2
Tacoma School District,Oakland High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Tacoma School District,Oakland High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Tacoma School District,Oakland High School,Degree,Bachelor's Degree,1,50.0%,2
Tacoma School District,Oakland High School,Degree,Master's Degree,1,50.0%,2
Tacoma School District,Oakland High School,Gender,Female,1,50.0%,2
Tacoma School District,Oakland High School,Gender,Male,1,50.0%,2
Tacoma School District,Oakland High School,RaceEthnicity,White,2,100.0%,2
Tacoma School District,Science and Math Institute,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,50.0%,2
Tacoma School District,Science and Math Institute,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Tacoma School District,Science and Math Institute,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Tacoma School District,Science and Math Institute,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Tacoma School District,Science and Math Institute,Degree,Bachelor's Degree,1,50.0%,2
Tacoma School District,Science and Math Institute,Degree,Master's Degree,1,50.0%,2
Tacoma School District,Science and Math Institute,Gender,Female,1,50.0%,2
Tacoma School District,Science and Math Institute,Gender,Male,1,50.0%,2
Tacoma School District,Science and Math Institute,RaceEthnicity,White,2,100.0%,2
Tacoma School District,Stadium High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,33.3%,3
Tacoma School District,Stadium High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,33.3%,3
Tacoma School District,Stadium High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,33.3%,3
Tacoma School District,Stadium High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),3,100.0%,3
Tacoma School District,Stadium High School,Degree,Bachelor's Degree,1,33.3%,3
Tacoma School District,Stadium High School,Degree,Master's Degree,2,66.7%,3
Tacoma School District,Stadium High School,Gender,Female,2,66.7%,3
Tacoma School District,Stadium High School,Gender,Male,1,33.3%,3
Tacoma School District,Stadium High School,RaceEthnicity,Hispanic/ Latino of any race(s),1,33.3%,3
Tacoma School District,Stadium High School,RaceEthnicity,White,2,66.7%,3
Tahoma School District,Tahoma Senior High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,2,100.0%,2
Tahoma School District,Tahoma Senior High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Tahoma School District,Tahoma Senior High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,50.0%,2
Tahoma School District,Tahoma Senior High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Tahoma School District,Tahoma Senior High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Tahoma School District,Tahoma Senior High School,Degree,Master's Degree,2,100.0%,2
Tahoma School District,Tahoma Senior High School,Gender,Female,1,50.0%,2
Tahoma School District,Tahoma Senior High School,Gender,Male,1,50.0%,2
Tahoma School District,Tahoma Senior High School,RaceEthnicity,Two or more races,1,50.0%,2
Tahoma School District,Tahoma Senior High School,RaceEthnicity,White,1,50.0%,2
Tonasket School District,Tonasket High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Tonasket School District,Tonasket High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,100.0%,1
Tonasket School District,Tonasket High School,Degree,Bachelor's Degree,1,100.0%,1
Tonasket School District,Tonasket High School,Gender,Female,1,100.0%,1
Tonasket School District,Tonasket High School,RaceEthnicity,White,1,100.0%,1
Toppenish School District,Toppenish High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,33.3%,3
Toppenish School District,Toppenish High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,2,66.7%,3
Toppenish School District,Toppenish High School,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,33.3%,3
Toppenish School District,Toppenish High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,33.3%,3
Toppenish School District,Toppenish High School,Degree,Bachelor's Degree,2,66.7%,3
Toppenish School District,Toppenish High School,Degree,Other/Non Degreed,1,33.3%,3
Toppenish School District,Toppenish High School,Gender,Male,3,100.0%,3
Toppenish School District,Toppenish High School,RaceEthnicity,Hispanic/ Latino of any race(s),1,33.3%,3
Toppenish School District,Toppenish High School,RaceEthnicity,White,2,66.7%,3
Touchet School District,Touchet Elem & High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Touchet School District,Touchet Elem & High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Touchet School District,Touchet Elem & High School,Degree,Master's Degree,1,100.0%,1
Touchet School District,Touchet Elem & High School,Gender,Male,1,100.0%,1
Touchet School District,Touchet Elem & High School,RaceEthnicity,White,1,100.0%,1
Toutle Lake School District,Toutle Lake High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Toutle Lake School District,Toutle Lake High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Toutle Lake School District,Toutle Lake High School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Toutle Lake School District,Toutle Lake High School,Degree,Master's Degree,1,100.0%,1
Toutle Lake School District,Toutle Lake High School,Gender,Female,1,100.0%,1
Toutle Lake School District,Toutle Lake High School,RaceEthnicity,White,1,100.0%,1
Trout Lake School District,Trout Lake School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Trout Lake School District,Trout Lake School,Certificate,T230700 - CONTINUING TEACHER                                          ,2,100.0%,2
Trout Lake School District,Trout Lake School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Trout Lake School District,Trout Lake School,Degree,Bachelor's Degree,1,50.0%,2
Trout Lake School District,Trout Lake School,Degree,Master's Degree,1,50.0%,2
Trout Lake School District,Trout Lake School,Gender,Male,2,100.0%,2
Trout Lake School District,Trout Lake School,RaceEthnicity,White,2,100.0%,2
Tukwila School District,Foster Senior High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Tukwila School District,Foster Senior High School,Degree,Bachelor's Degree,1,100.0%,1
Tukwila School District,Foster Senior High School,Gender,Male,1,100.0%,1
Tukwila School District,Foster Senior High School,RaceEthnicity,Black/ African American,1,100.0%,1
Tumwater School District,A G West Black Hills High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,50.0%,2
Tumwater School District,A G West Black Hills High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,50.0%,2
Tumwater School District,A G West Black Hills High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Tumwater School District,A G West Black Hills High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Tumwater School District,A G West Black Hills High School,Degree,Bachelor's Degree,1,50.0%,2
Tumwater School District,A G West Black Hills High School,Degree,Master's Degree,1,50.0%,2
Tumwater School District,A G West Black Hills High School,Gender,Female,1,50.0%,2
Tumwater School District,A G West Black Hills High School,Gender,Male,1,50.0%,2
Tumwater School District,A G West Black Hills High School,RaceEthnicity,White,2,100.0%,2
Tumwater School District,New Market Skills Center,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,33.3%,3
Tumwater School District,New Market Skills Center,Certificate,NULL,1,33.3%,3
Tumwater School District,New Market Skills Center,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,33.3%,3
Tumwater School District,New Market Skills Center,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,33.3%,3
Tumwater School District,New Market Skills Center,Degree,Other/Non Degreed,3,100.0%,3
Tumwater School District,New Market Skills Center,Gender,Female,1,33.3%,3
Tumwater School District,New Market Skills Center,Gender,Male,2,66.7%,3
Tumwater School District,New Market Skills Center,RaceEthnicity,Not Provided,1,33.3%,3
Tumwater School District,New Market Skills Center,RaceEthnicity,White,2,66.7%,3
Tumwater School District,Tumwater High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,50.0%,2
Tumwater School District,Tumwater High School,Certificate,T330600 - PROFESSIONAL TEACHER,1,50.0%,2
Tumwater School District,Tumwater High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Tumwater School District,Tumwater High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Tumwater School District,Tumwater High School,Degree,Master's Degree,1,50.0%,2
Tumwater School District,Tumwater High School,Degree,Other/Non Degreed,1,50.0%,2
Tumwater School District,Tumwater High School,Gender,Male,2,100.0%,2
Tumwater School District,Tumwater High School,RaceEthnicity,White,2,100.0%,2
University Place School District,Curtis Senior High,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
University Place School District,Curtis Senior High,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
University Place School District,Curtis Senior High,Degree,Master's Degree,1,100.0%,1
University Place School District,Curtis Senior High,Gender,Female,1,100.0%,1
University Place School District,Curtis Senior High,RaceEthnicity,White,1,100.0%,1
Vancouver School District,Columbia River High,Certificate,CCTE101 - CAREER AND TECHNICAL EDUCATION PROBATIONARY TEACHER         ,1,50.0%,2
Vancouver School District,Columbia River High,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,50.0%,2
Vancouver School District,Columbia River High,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,50.0%,2
Vancouver School District,Columbia River High,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
